ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
3477	"ENSG00000112096"	"SOD2"	chr6	-	159679063	159682638	159679063	159679298	159682473	159682638
3478	"ENSG00000138750"	"NUP54"	chr4	-	76117663	76118194	76117663	76117742	76118074	76118194
3479	"ENSG00000138750"	"NUP54"	chr4	-	76117663	76118194	76117663	76117774	76118074	76118194
3480	"ENSG00000137074"	"APTX"	chr9	-	32973375	32974561	32973375	32973652	32974457	32974561
3481	"ENSG00000137074"	"APTX"	chr9	-	32987543	32988129	32987543	32987842	32988078	32988129
3482	"ENSG00000137074"	"APTX"	chr9	-	32987543	32988129	32987543	32987729	32988082	32988129
3483	"ENSG00000137074"	"APTX"	chr9	-	32987543	32988129	32987543	32987731	32988082	32988129
3484	"ENSG00000137074"	"APTX"	chr9	-	32987543	32988129	32987543	32987846	32988082	32988129
3485	"ENSG00000173137"	"ADCK5"	chr8	+	144391579	144391866	144391579	144391711	144391782	144391866
3486	"ENSG00000162618"	"ADGRL4"	chr1	-	78889763	78891216	78889763	78889821	78891157	78891216
3487	"ENSG00000231074"	"HCG18"	chr6	-	30291536	30294964	30291536	30291982	30294470	30294964
3488	"ENSG00000231074"	"HCG18"	chr6	-	30291536	30294964	30291536	30292599	30294470	30294964
3489	"ENSG00000213316"	"LTC4S"	chr5	+	179795583	179795856	179795583	179795683	179795785	179795856
3490	"ENSG00000174950"	"CD164L2"	chr1	-	27379175	27380195	27379175	27379509	27380050	27380195
3491	"ENSG00000145741"	"BTF3"	chr5	+	73502487	73503117	73502487	73502601	73502915	73503117
3492	"ENSG00000166105"	"GLB1L3"	chr11	+	134292131	134293209	134292131	134292213	134293144	134293209
3493	"ENSG00000166105"	"GLB1L3"	chr11	+	134309703	134312489	134309703	134311170	134312348	134312489
3494	"ENSG00000143093"	"STRIP1"	chr1	+	110049111	110050409	110049111	110049238	110050342	110050409
3495	"ENSG00000011295"	"TTC19"	chr17	+	15999823	16000245	15999823	16000032	16000117	16000245
3496	"ENSG00000011295"	"TTC19"	chr17	+	16026539	16028786	16026539	16026702	16027373	16028786
3497	"ENSG00000228794"	"LINC01128"	chr1	+	851926	852766	851926	852014	852670	852766
3498	"ENSG00000228794"	"LINC01128"	chr1	+	851926	852766	851926	852094	852670	852766
3499	"ENSG00000228794"	"LINC01128"	chr1	+	851926	852766	851926	852110	852670	852766
3500	"ENSG00000147180"	"ZNF711"	chrX	+	85246929	85247651	85246929	85247183	85247546	85247651
3501	"ENSG00000116691"	"MIIP"	chr1	+	12029222	12029894	12029222	12029281	12029764	12029894
3502	"ENSG00000116691"	"MIIP"	chr1	+	12029222	12030124	12029222	12029281	12030027	12030124
3503	"ENSG00000116691"	"MIIP"	chr1	+	12029222	12030124	12029222	12029894	12030027	12030124
3504	"ENSG00000084754"	"HADHA"	chr2	-	26190654	26191628	26190654	26191395	26191482	26191628
3505	"ENSG00000142676"	"RPL11"	chr1	+	23694659	23695908	23694659	23694791	23695797	23695908
3506	"ENSG00000154222"	"CC2D1B"	chr1	-	52355397	52355666	52355397	52355449	52355607	52355666
3507	"ENSG00000154222"	"CC2D1B"	chr1	-	52357780	52358461	52357780	52357898	52358330	52358461
3508	"ENSG00000154222"	"CC2D1B"	chr1	-	52357780	52358461	52357780	52357916	52358330	52358461
3509	"ENSG00000154222"	"CC2D1B"	chr1	-	52360423	52361132	52360423	52360549	52360973	52361132
3510	"ENSG00000204420"	"MPIG6B"	chr6	+	31724586	31724844	31724586	31724627	31724745	31724844
3511	"ENSG00000204420"	"MPIG6B"	chr6	+	31724586	31724844	31724586	31724627	31724764	31724844
3512	"ENSG00000204420"	"MPIG6B"	chr6	+	31724745	31725074	31724745	31724844	31724969	31725074
3513	"ENSG00000164007"	"CLDN19"	chr1	-	42733092	42736030	42733092	42735134	42735877	42736030
3514	"ENSG00000117834"	"SLC5A9"	chr1	+	48228849	48229459	48228849	48228954	48229294	48229459
3515	"ENSG00000117834"	"SLC5A9"	chr1	+	48231544	48232151	48231544	48231625	48231945	48232151
3516	"ENSG00000160741"	"CRTC2"	chr1	-	153954872	153955166	153954872	153954989	153955064	153955166
3517	"ENSG00000179593"	"ALOX15B"	chr17	+	8042368	8042884	8042368	8042491	8042780	8042884
3518	"ENSG00000121753"	"ADGRB2"	chr1	-	31727117	31728081	31727117	31727605	31728024	31728081
3519	"ENSG00000121753"	"ADGRB2"	chr1	-	31735182	31735665	31735182	31735281	31735579	31735665
3520	"ENSG00000138496"	"PARP9"	chr3	-	122536167	122537073	122536167	122536342	122536933	122537073
3521	"ENSG00000206573"	"THUMPD3-AS1"	chr3	-	9390289	9391826	9390289	9390497	9390884	9391826
3522	"ENSG00000206573"	"THUMPD3-AS1"	chr3	-	9390289	9391826	9390289	9390497	9391426	9391826
3523	"ENSG00000206573"	"THUMPD3-AS1"	chr3	-	9390289	9391826	9390289	9390497	9391678	9391826
3524	"ENSG00000060971"	"ACAA1"	chr3	-	38125825	38126700	38125825	38125881	38126161	38126700
3525	"ENSG00000060971"	"ACAA1"	chr3	-	38125825	38126700	38125825	38125881	38126509	38126700
3526	"ENSG00000060971"	"ACAA1"	chr3	-	38126161	38126700	38126161	38126341	38126509	38126700
3527	"ENSG00000159348"	"CYB5R1"	chr1	-	202965886	202966600	202965886	202965993	202966527	202966600
3528	"ENSG00000159348"	"CYB5R1"	chr1	-	202965886	202966600	202965886	202966109	202966527	202966600
3529	"ENSG00000143954"	"REG3G"	chr2	+	79026082	79026831	79026082	79026169	79026712	79026831
3530	"ENSG00000156097"	"GPR61"	chr1	+	109542421	109544639	109542421	109542606	109542955	109544639
3531	"ENSG00000167962"	"ZNF598"	chr16	-	1999495	2000481	1999495	2000256	2000390	2000481
3532	"ENSG00000167962"	"ZNF598"	chr16	-	1999495	2000481	1999495	2000256	2000408	2000481
3533	"ENSG00000167962"	"ZNF598"	chr16	-	2002205	2002732	2002205	2002423	2002520	2002732
3534	"ENSG00000167962"	"ZNF598"	chr16	-	2002520	2003728	2002520	2002732	2003615	2003728
3535	"ENSG00000132300"	"PTCD3"	chr2	+	86130647	86131106	86130647	86130737	86131077	86131106
3536	"ENSG00000132300"	"PTCD3"	chr2	+	86133177	86133436	86133177	86133256	86133345	86133436
3537	"ENSG00000162591"	"MEGF6"	chr1	-	3494370	3494741	3494370	3494499	3494612	3494741
3538	"ENSG00000244731"	"C4A"	chr6	+	32001776	32002255	32001776	32001860	32002122	32002255
3539	"ENSG00000213215"	"OR2F1"	chr7	+	143959947	143964360	143959947	143959994	143960630	143964360
3540	"ENSG00000178028"	"DMAP1"	chr1	+	44213470	44213858	44213470	44213662	44213748	44213858
3541	"ENSG00000173846"	"PLK3"	chr1	+	44802954	44803391	44802954	44803153	44803267	44803391
3542	"ENSG00000173846"	"PLK3"	chr1	+	44803599	44804024	44803599	44803691	44803930	44804024
3543	"ENSG00000173846"	"PLK3"	chr1	+	44804338	44804779	44804338	44804501	44804649	44804779
3544	"ENSG00000198093"	"ZNF649"	chr19	-	51899797	51900294	51899797	51899912	51900092	51900294
3545	"ENSG00000168389"	"MFSD2A"	chr1	+	39967627	39967916	39967627	39967711	39967803	39967916
3546	"ENSG00000205863"	"C1QTNF9B"	chr13	-	23891098	23892061	23891098	23891511	23892025	23892061
3547	"ENSG00000106610"	"STAG3L4"	chr7	+	67308576	67309139	67308576	67308652	67308934	67309139
3548	"ENSG00000230461"	"PROX1-AS1"	chr1	-	213915934	213916099	213915934	213915978	213916072	213916099
3549	"ENSG00000101843"	"PSMD10"	chrX	-	108087952	108088099	108087952	108087972	108088095	108088099
3550	"ENSG00000180098"	"TRNAU1AP"	chr1	+	28560632	28561398	28560632	28560732	28561345	28561398
3551	"ENSG00000165801"	"ARHGEF40"	chr14	+	21075331	21075765	21075331	21075499	21075622	21075765
3552	"ENSG00000165801"	"ARHGEF40"	chr14	+	21075331	21075765	21075331	21075499	21075644	21075765
3553	"ENSG00000165801"	"ARHGEF40"	chr14	+	21080872	21082119	21080872	21081016	21081508	21082119
3554	"ENSG00000165801"	"ARHGEF40"	chr14	+	21087000	21087463	21087000	21087105	21087319	21087463
3555	"ENSG00000165801"	"ARHGEF40"	chr14	+	21088829	21089545	21088829	21088876	21089013	21089545
3556	"ENSG00000198925"	"ATG9A"	chr2	-	219227769	219228053	219227769	219227813	219227921	219228053
3557	"ENSG00000165792"	"METTL17"	chr14	+	20990229	20990598	20990229	20990383	20990463	20990598
3558	"ENSG00000165792"	"METTL17"	chr14	+	20993117	20994063	20993117	20993191	20993968	20994063
3559	"ENSG00000165792"	"METTL17"	chr14	+	20994793	20995233	20994793	20994901	20995164	20995233
3560	"ENSG00000165792"	"METTL17"	chr14	+	20995900	20996292	20995900	20995951	20996208	20996292
3561	"ENSG00000258791"	"LINC00520"	chr14	-	55793045	55793456	55793045	55793110	55793367	55793456
3562	"ENSG00000204396"	"VWA7"	chr6	-	31766244	31766764	31766244	31766384	31766462	31766764
3563	"ENSG00000161031"	"PGLYRP2"	chr19	-	15468644	15469929	15468644	15468752	15469631	15469929
3564	"ENSG00000086015"	"MAST2"	chr1	+	46032177	46032404	46032177	46032261	46032325	46032404
3565	"ENSG00000086015"	"MAST2"	chr1	+	46032595	46032718	46032595	46032701	46032704	46032718
3566	"ENSG00000162601"	"MYSM1"	chr1	-	58661405	58663522	58661405	58661511	58663449	58663522
3567	"ENSG00000185163"	"DDX51"	chr12	-	132140830	132141420	132140830	132141020	132141102	132141420
3568	"ENSG00000185163"	"DDX51"	chr12	-	132140830	132141420	132140830	132141020	132141274	132141420
3569	"ENSG00000185163"	"DDX51"	chr12	-	132141497	132141956	132141497	132141606	132141849	132141956
3570	"ENSG00000185163"	"DDX51"	chr12	-	132141497	132142190	132141497	132141956	132142118	132142190
3571	"ENSG00000196600"	"SLC22A25"	chr11	-	63166043	63168060	63166043	63166258	63167908	63168060
3572	"ENSG00000164022"	"AIMP1"	chr4	+	106320865	106321451	106320865	106320889	106321176	106321451
3573	"ENSG00000144021"	"CIAO1"	chr2	+	96268456	96269355	96268456	96268658	96269267	96269355
3574	"ENSG00000257698"	"GIHCG"	chr12	-	57935838	57936175	57935838	57935914	57936050	57936175
3575	"ENSG00000135253"	"KCP"	chr7	-	128878557	128879623	128878557	128878722	128879521	128879623
3576	"ENSG00000135253"	"KCP"	chr7	-	128893805	128894055	128893805	128893899	128893975	128894055
3577	"ENSG00000134909"	"ARHGAP32"	chr11	-	128972452	128975002	128972452	128973432	128974123	128975002
3578	"ENSG00000204677"	"FAM153CP"	chr5	+	178038837	178039411	178038837	178038917	178039386	178039411
3579	"ENSG00000204677"	"FAM153CP"	chr5	+	178046871	178047133	178046871	178046939	178047027	178047133
3580	"ENSG00000204677"	"FAM153CP"	chr5	+	178048664	178052687	178048664	178049321	178052532	178052687
3581	"ENSG00000130775"	"THEMIS2"	chr1	+	27881970	27883043	27881970	27882077	27882512	27883043
3582	"ENSG00000130775"	"THEMIS2"	chr1	+	27881970	27883043	27881970	27882125	27882512	27883043
3583	"ENSG00000139636"	"LMBR1L"	chr12	-	49100387	49101323	49100387	49100454	49101128	49101323
3584	"ENSG00000214941"	"ZSWIM7"	chr17	-	15977578	15977913	15977578	15977700	15977799	15977913
3585	"ENSG00000214941"	"ZSWIM7"	chr17	-	15976559	15978163	15976559	15977092	15978043	15978163
3586	"ENSG00000214941"	"ZSWIM7"	chr17	-	15977726	15978163	15977726	15977913	15978043	15978163
3587	"ENSG00000197043"	"ANXA6"	chr5	-	151138677	151139447	151138677	151138791	151139352	151139447
3588	"ENSG00000159423"	"ALDH4A1"	chr1	-	18871429	18872957	18871429	18871790	18872803	18872957
3589	"ENSG00000178821"	"TMEM52"	chr1	-	1918252	1918934	1918252	1918431	1918892	1918934
3590	"ENSG00000178821"	"TMEM52"	chr1	-	1918892	1919088	1918892	1918934	1919044	1919088
3591	"ENSG00000178821"	"TMEM52"	chr1	-	1919044	1919269	1919044	1919088	1919181	1919269
3592	"ENSG00000142784"	"WDTC1"	chr1	+	27303620	27305193	27303620	27303795	27305000	27305193
3593	"ENSG00000142784"	"WDTC1"	chr1	+	27303620	27305193	27303620	27303795	27305058	27305193
3594	"ENSG00000231898"	"MYO3B-AS1"	chr2	-	170344798	170345132	170344798	170344933	170345062	170345132
3595	"ENSG00000156515"	"HK1"	chr10	+	69384332	69384915	69384332	69384481	69384795	69384915
3596	"ENSG00000256029"	"AL590560.2"	chr1	-	159857931	159858291	159857931	159857966	159858089	159858291
3597	"ENSG00000256029"	"AL590560.2"	chr1	-	159857931	159858291	159857931	159857966	159858168	159858291
3598	"ENSG00000238217"	"LINC01877"	chr2	+	199629063	199631895	199629063	199629146	199629924	199631895
3599	"ENSG00000238217"	"LINC01877"	chr2	+	199629924	199631895	199629924	199630099	199630245	199631895
3600	"ENSG00000238217"	"LINC01877"	chr2	+	199630245	199631895	199630245	199630330	199631845	199631895
3601	"ENSG00000131408"	"NR1H2"	chr19	+	50376472	50376826	50376472	50376576	50376718	50376826
3602	"ENSG00000187066"	"TMEM262"	chr11	-	65088371	65088750	65088371	65088531	65088650	65088750
3603	"ENSG00000187066"	"TMEM262"	chr11	-	65088371	65088750	65088371	65088531	65088682	65088750
3604	"ENSG00000141456"	"PELP1"	chr17	-	4671690	4673145	4671690	4671882	4672113	4673145
3605	"ENSG00000141456"	"PELP1"	chr17	-	4675273	4675884	4675273	4675362	4675796	4675884
3606	"ENSG00000025708"	"TYMP"	chr22	-	50526000	50526476	50526000	50526141	50526245	50526476
3607	"ENSG00000025708"	"TYMP"	chr22	-	50526000	50526476	50526000	50526156	50526245	50526476
3608	"ENSG00000087085"	"ACHE"	chr7	-	100892333	100894252	100892333	100892554	100893164	100894252
3609	"ENSG00000087085"	"ACHE"	chr7	-	100892333	100894252	100892333	100892818	100893164	100894252
3610	"ENSG00000087085"	"ACHE"	chr7	-	100893164	100894233	100893164	100893904	100894106	100894233
3611	"ENSG00000144285"	"SCN1A"	chr2	-	165989159	165994416	165989159	165992422	165994145	165994416
3612	"ENSG00000144285"	"SCN1A"	chr2	-	166058569	166060867	166058569	166058688	166060639	166060867
3613	"ENSG00000115155"	"OTOF"	chr2	-	26477648	26478042	26477648	26477749	26477843	26478042
3614	"ENSG00000229989"	"MIR181A1HG"	chr1	-	198897809	198900569	198897809	198898624	198900410	198900569
3615	"ENSG00000182134"	"TDRKH"	chr1	-	151773493	151774504	151773493	151774227	151774412	151774504
3616	"ENSG00000182134"	"TDRKH"	chr1	-	151774412	151774504	151774412	151774451	151774454	151774504
3617	"ENSG00000158796"	"DEDD"	chr1	-	161124137	161124526	161124137	161124210	161124339	161124526
3618	"ENSG00000158796"	"DEDD"	chr1	-	161124137	161124526	161124137	161124210	161124413	161124526
3619	"ENSG00000233593"	"LINC02609"	chr1	-	90835825	90836174	90835825	90835938	90836059	90836174
3620	"ENSG00000204410"	"MSH5"	chr6	+	31743903	31744299	31743903	31744025	31744138	31744299
3621	"ENSG00000204410"	"MSH5"	chr6	+	31743903	31744299	31743903	31744025	31744189	31744299
3622	"ENSG00000204410"	"MSH5"	chr6	+	31759096	31759512	31759096	31759177	31759424	31759512
3623	"ENSG00000162298"	"SYVN1"	chr11	-	65130001	65130379	65130001	65130172	65130250	65130379
3624	"ENSG00000162298"	"SYVN1"	chr11	-	65130001	65130379	65130001	65130175	65130250	65130379
3625	"ENSG00000162298"	"SYVN1"	chr11	-	65131273	65131596	65131273	65131373	65131469	65131596
3626	"ENSG00000162298"	"SYVN1"	chr11	-	65132247	65132780	65132247	65132308	65132731	65132780
3627	"ENSG00000162298"	"SYVN1"	chr11	-	65132247	65132780	65132247	65132351	65132731	65132780
3628	"ENSG00000162298"	"SYVN1"	chr11	-	65132921	65133320	65132921	65133074	65133159	65133320
3629	"ENSG00000205726"	"ITSN1"	chr21	+	33829005	33829745	33829005	33829050	33829623	33829745
3630	"ENSG00000205726"	"ITSN1"	chr21	+	33829005	33829745	33829005	33829168	33829623	33829745
3631	"ENSG00000117122"	"MFAP2"	chr1	-	16976707	16976923	16976707	16976794	16976896	16976923
3632	"ENSG00000117122"	"MFAP2"	chr1	-	16976707	16978314	16976707	16976923	16978236	16978314
3633	"ENSG00000111732"	"AICDA"	chr12	-	8604806	8605485	8604806	8604892	8605214	8605485
3634	"ENSG00000111732"	"AICDA"	chr12	-	8604806	8605485	8604806	8604922	8605214	8605485
3635	"ENSG00000187821"	"HELT"	chr4	+	185019386	185019843	185019386	185019491	185019623	185019843
3636	"ENSG00000187821"	"HELT"	chr4	+	185019386	185019843	185019386	185019491	185019746	185019843
3637	"ENSG00000159618"	"ADGRG5"	chr16	+	57565033	57566751	57565033	57565150	57566598	57566751
3638	"ENSG00000167701"	"GPT"	chr8	+	144504770	144505131	144504770	144504879	144504997	144505131
3639	"ENSG00000168237"	"GLYCTK"	chr3	+	52290959	52291922	52290959	52291111	52291744	52291922
3640	"ENSG00000168237"	"GLYCTK"	chr3	+	52290959	52291922	52290959	52291111	52291746	52291922
3641	"ENSG00000168237"	"GLYCTK"	chr3	+	52292259	52293475	52292259	52293174	52293306	52293475
3642	"ENSG00000100316"	"RPL3"	chr22	-	39312883	39313310	39312883	39312984	39313190	39313310
3643	"ENSG00000100316"	"RPL3"	chr22	-	39313190	39314208	39313190	39313310	39314106	39314208
3644	"ENSG00000204618"	"RNF39"	chr6	-	30070265	30071691	30070265	30071200	30071398	30071691
3645	"ENSG00000151093"	"OXSM"	chr3	+	25790989	25791997	25790989	25791315	25791769	25791997
3646	"ENSG00000151093"	"OXSM"	chr3	+	25790989	25791997	25790989	25791696	25791945	25791997
3647	"ENSG00000232931"	"LINC00342"	chr2	-	95813315	95813957	95813315	95813533	95813809	95813957
3648	"ENSG00000232931"	"LINC00342"	chr2	-	95813315	95813957	95813315	95813536	95813809	95813957
3649	"ENSG00000232931"	"LINC00342"	chr2	-	95813315	95813957	95813315	95813533	95813908	95813957
3650	"ENSG00000134107"	"BHLHE40"	chr3	+	4979961	4980408	4979961	4980031	4980300	4980408
3651	"ENSG00000198837"	"DENND4B"	chr1	-	153930538	153931064	153930538	153930603	153930691	153931064
3652	"ENSG00000198837"	"DENND4B"	chr1	-	153930538	153931064	153930538	153930603	153930946	153931064
3653	"ENSG00000198837"	"DENND4B"	chr1	-	153930691	153931064	153930691	153930857	153930946	153931064
3654	"ENSG00000129968"	"ABHD17A"	chr19	-	1877507	1880115	1877507	1877687	1878663	1880115
3655	"ENSG00000129968"	"ABHD17A"	chr19	-	1877507	1880115	1877507	1877687	1879920	1880115
3656	"ENSG00000162512"	"SDC3"	chr1	-	30876551	30878740	30876551	30877165	30878622	30878740
3657	"ENSG00000156475"	"PPP2R2B"	chr5	-	146878001	146878785	146878001	146878195	146878700	146878785
3658	"ENSG00000124593"	"AL365205.1"	chr6	+	41783461	41784238	41783461	41783605	41783733	41784238
3659	"ENSG00000171680"	"PLEKHG5"	chr1	-	6467824	6468586	6467824	6467898	6468098	6468586
3660	"ENSG00000171680"	"PLEKHG5"	chr1	-	6474450	6475138	6474450	6474587	6475046	6475138
3661	"ENSG00000111653"	"ING4"	chr12	-	6652270	6652770	6652270	6652309	6652661	6652770
3662	"ENSG00000111653"	"ING4"	chr12	-	6652270	6652770	6652270	6652418	6652661	6652770
3663	"ENSG00000111653"	"ING4"	chr12	-	6652661	6653050	6652661	6652767	6652935	6653050
3664	"ENSG00000111653"	"ING4"	chr12	-	6652661	6653050	6652661	6652770	6652935	6653050
3665	"ENSG00000111653"	"ING4"	chr12	-	6652661	6653050	6652661	6652767	6652944	6653050
3666	"ENSG00000111653"	"ING4"	chr12	-	6652661	6653050	6652661	6652770	6652944	6653050
3667	"ENSG00000173575"	"CHD2"	chr15	+	92946037	92946340	92946037	92946082	92946247	92946340
3668	"ENSG00000173575"	"CHD2"	chr15	+	93014695	93014909	93014695	93014726	93014815	93014909
3669	"ENSG00000127054"	"INTS11"	chr1	-	1312225	1312501	1312225	1312368	1312439	1312501
3670	"ENSG00000127054"	"INTS11"	chr1	-	1312225	1312700	1312225	1312368	1312592	1312700
3671	"ENSG00000127054"	"INTS11"	chr1	-	1312225	1312700	1312225	1312501	1312592	1312700
3672	"ENSG00000127054"	"INTS11"	chr1	-	1312592	1312949	1312592	1312700	1312786	1312949
3673	"ENSG00000127054"	"INTS11"	chr1	-	1312592	1313124	1312592	1312700	1313034	1313124
3674	"ENSG00000127054"	"INTS11"	chr1	-	1312592	1313124	1312592	1312949	1313034	1313124
3675	"ENSG00000127054"	"INTS11"	chr1	-	1313034	1313592	1313034	1313124	1313508	1313592
3676	"ENSG00000127054"	"INTS11"	chr1	-	1320455	1321093	1320455	1320529	1320995	1321093
3677	"ENSG00000127054"	"INTS11"	chr1	-	1320455	1321093	1320455	1320682	1320995	1321093
3678	"ENSG00000254066"	"LINC01938"	chr5	-	165240461	165240757	165240461	165240523	165240671	165240757
3679	"ENSG00000254066"	"LINC01938"	chr5	-	165240461	165240757	165240461	165240529	165240671	165240757
3680	"ENSG00000134216"	"CHIA"	chr1	+	111314539	111317805	111314539	111314596	111317680	111317805
3681	"ENSG00000143224"	"PPOX"	chr1	+	161167099	161167486	161167099	161167234	161167338	161167486
3682	"ENSG00000143224"	"PPOX"	chr1	+	161167099	161167486	161167099	161167234	161167354	161167486
3683	"ENSG00000143224"	"PPOX"	chr1	+	161167099	161167486	161167099	161167234	161167370	161167486
3684	"ENSG00000143224"	"PPOX"	chr1	+	161170906	161171181	161170906	161170949	161171033	161171181
3685	"ENSG00000132781"	"MUTYH"	chr1	-	45331660	45332086	45331660	45331849	45332022	45332086
3686	"ENSG00000132781"	"MUTYH"	chr1	-	45331660	45332086	45331660	45331872	45332022	45332086
3687	"ENSG00000132781"	"MUTYH"	chr1	-	45332165	45332834	45332165	45332310	45332762	45332834
3688	"ENSG00000132781"	"MUTYH"	chr1	-	45332762	45333324	45332762	45332834	45332917	45333324
3689	"ENSG00000132781"	"MUTYH"	chr1	-	45332762	45333170	45332762	45332834	45333096	45333170
3690	"ENSG00000132781"	"MUTYH"	chr1	-	45332762	45333324	45332762	45332834	45333284	45333324
3691	"ENSG00000132781"	"MUTYH"	chr1	-	45332762	45333324	45332762	45333170	45333284	45333324
3692	"ENSG00000132781"	"MUTYH"	chr1	-	45332917	45333324	45332917	45332959	45333284	45333324
3693	"ENSG00000117480"	"FAAH"	chr1	+	46405587	46406078	46405587	46405794	46406037	46406078
3694	"ENSG00000104327"	"CALB1"	chr8	-	90060628	90063153	90060628	90060700	90063099	90063153
3695	"ENSG00000105675"	"ATP4A"	chr19	-	35554921	35555334	35554921	35555076	35555165	35555334
3696	"ENSG00000007341"	"ST7L"	chr1	-	112610454	112611003	112610454	112610690	112610840	112611003
3697	"ENSG00000092850"	"TEKT2"	chr1	+	36087727	36088275	36087727	36087807	36087972	36088275
3698	"ENSG00000204348"	"DXO"	chr6	-	31970342	31970825	31970342	31970378	31970592	31970825
3699	"ENSG00000204348"	"DXO"	chr6	-	31970342	31970825	31970342	31970478	31970592	31970825
3700	"ENSG00000204348"	"DXO"	chr6	-	31970342	31970825	31970342	31970478	31970605	31970825
3701	"ENSG00000204348"	"DXO"	chr6	-	31970108	31971147	31970108	31970203	31970605	31971147
3702	"ENSG00000204348"	"DXO"	chr6	-	31970605	31971147	31970605	31970752	31970911	31971147
3703	"ENSG00000204348"	"DXO"	chr6	-	31970605	31971147	31970605	31970825	31970911	31971147
3704	"ENSG00000185864"	"NPIPB4"	chr16	-	21839104	21839310	21839104	21839140	21839249	21839310
3705	"ENSG00000125046"	"SSUH2"	chr3	-	8633665	8634645	8633665	8633795	8634397	8634645
3706	"ENSG00000125046"	"SSUH2"	chr3	-	8633665	8634645	8633665	8633941	8634397	8634645
3707	"ENSG00000111801"	"BTN3A3"	chr6	+	26443956	26445985	26443956	26444304	26445703	26445985
3708	"ENSG00000111801"	"BTN3A3"	chr6	+	26448247	26448754	26448247	26448448	26448727	26448754
3709	"ENSG00000088832"	"FKBP1A"	chr20	-	1368977	1370072	1368977	1369039	1369771	1370072
3710	"ENSG00000214193"	"SH3D21"	chr1	+	36321055	36321778	36321055	36321209	36321723	36321778
3711	"ENSG00000189409"	"MMP23B"	chr1	+	1632980	1633355	1632980	1633120	1633187	1633355
3712	"ENSG00000189409"	"MMP23B"	chr1	+	1633747	1634099	1633747	1633912	1633988	1634099
3713	"ENSG00000118162"	"KPTN"	chr19	-	47483934	47484219	47483934	47484013	47484177	47484219
3714	"ENSG00000143847"	"PPFIA4"	chr1	+	203075576	203078735	203075576	203075757	203076340	203078735
3715	"ENSG00000111445"	"RFC5"	chr12	+	118017689	118018053	118017689	118017815	118017994	118018053
3716	"ENSG00000111445"	"RFC5"	chr12	+	118017689	118018053	118017689	118017852	118017994	118018053
3717	"ENSG00000144559"	"TAMM41"	chr3	-	11807832	11809682	11807832	11807895	11809516	11809682
3718	"ENSG00000242866"	"STRC"	chr15	-	43609275	43611315	43609275	43609334	43610311	43611315
3719	"ENSG00000242866"	"STRC"	chr15	-	43615432	43616690	43615432	43615569	43616511	43616690
3720	"ENSG00000142910"	"TINAGL1"	chr1	+	31583148	31583575	31583148	31583241	31583460	31583575
3721	"ENSG00000142910"	"TINAGL1"	chr1	+	31583148	31584801	31583148	31583575	31584677	31584801
3722	"ENSG00000142910"	"TINAGL1"	chr1	+	31584885	31585340	31584885	31585036	31585150	31585340
3723	"ENSG00000142910"	"TINAGL1"	chr1	+	31585439	31585876	31585439	31585485	31585752	31585876
3724	"ENSG00000142910"	"TINAGL1"	chr1	+	31585439	31586755	31585439	31585876	31586709	31586755
3725	"ENSG00000170791"	"CHCHD7"	chr8	+	56211788	56214667	56211788	56211837	56214597	56214667
3726	"ENSG00000170791"	"CHCHD7"	chr8	+	56211788	56214667	56211788	56212174	56214597	56214667
3727	"ENSG00000008226"	"DLEC1"	chr3	+	38094878	38095946	38094878	38095071	38095887	38095946
3728	"ENSG00000111602"	"TIMELESS"	chr12	-	56420568	56420881	56420568	56420687	56420812	56420881
3729	"ENSG00000111602"	"TIMELESS"	chr12	-	56420962	56421809	56420962	56421134	56421726	56421809
3730	"ENSG00000197121"	"PGAP1"	chr2	-	196847002	196848037	196847002	196847200	196847946	196848037
3731	"ENSG00000115207"	"GTF3C2"	chr2	-	27335916	27336425	27335916	27336028	27336197	27336425
3732	"ENSG00000117174"	"ZNHIT6"	chr1	-	85707628	85708433	85707628	85707936	85708053	85708433
3733	"ENSG00000204305"	"AGER"	chr6	-	32183880	32184246	32183880	32183987	32184170	32184246
3734	"ENSG00000119185"	"ITGB1BP1"	chr2	-	9406660	9407598	9406660	9406905	9407448	9407598
3735	"ENSG00000143442"	"POGZ"	chr1	-	151406606	151407023	151406606	151406631	151406910	151407023
3736	"ENSG00000117139"	"KDM5B"	chr1	-	202729706	202731063	202729706	202730027	202730908	202731063
3737	"ENSG00000117139"	"KDM5B"	chr1	-	202730908	202731939	202730908	202731063	202731827	202731939
3738	"ENSG00000117139"	"KDM5B"	chr1	-	202731827	202733886	202731827	202731939	202733400	202733886
3739	"ENSG00000151092"	"NGLY1"	chr3	-	25736308	25737455	25736308	25736400	25737333	25737455
3740	"ENSG00000155363"	"MOV10"	chr1	+	112698286	112698789	112698286	112698478	112698714	112698789
3741	"ENSG00000155363"	"MOV10"	chr1	+	112698286	112699810	112698286	112698478	112699684	112699810
3742	"ENSG00000155363"	"MOV10"	chr1	+	112698286	112699810	112698286	112698789	112699684	112699810
3743	"ENSG00000155363"	"MOV10"	chr1	+	112699893	112700340	112699893	112699982	112700218	112700340
3744	"ENSG00000196517"	"SLC6A9"	chr1	-	44000766	44001055	44000766	44000867	44000955	44001055
