ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
9627	"ENSG00000196419"	"XRCC6"	chr22	+	41637607	41637791	41646895	41647082	41636515	41636770	41650722	41650891
9628	"ENSG00000196419"	"XRCC6"	chr22	+	41653528	41653690	41656902	41657032	41650722	41650891	41658251	41658352
9629	"ENSG00000196419"	"XRCC6"	chr22	+	41656902	41657032	41658251	41658352	41653528	41653690	41661330	41661444
9630	"ENSG00000196419"	"XRCC6"	chr22	+	41656902	41657032	41661330	41661444	41653528	41653690	41663621	41664034
9631	"ENSG00000196419"	"XRCC6"	chr22	+	41658251	41658352	41661330	41661444	41656902	41657032	41663621	41664034
9632	"ENSG00000145979"	"TBC1D7"	chr6	-	13306397	13306527	13307599	13307745	13304950	13305187	13316570	13316708
9633	"ENSG00000145979"	"TBC1D7"	chr6	-	13307599	13307745	13316570	13316708	13304953	13305187	13320907	13321095
9634	"ENSG00000145979"	"TBC1D7"	chr6	-	13307599	13307745	13316570	13316708	13306397	13306527	13320907	13321095
9635	"ENSG00000145979"	"TBC1D7"	chr6	-	13316570	13316708	13325093	13325174	13306644	13307745	13326786	13326906
9636	"ENSG00000145979"	"TBC1D7"	chr6	-	13320907	13321095	13326786	13326963	13316620	13316708	13327832	13328130
9637	"ENSG00000145979"	"TBC1D7"	chr6	-	13320907	13321095	13326786	13326906	13316681	13316708	13327832	13328130
9639	"ENSG00000142208"	"AKT1"	chr14	-	104773250	104773379	104773911	104773980	104772877	104773092	104774937	104775003
9640	"ENSG00000142208"	"AKT1"	chr14	-	104780087	104780216	104792597	104792722	104776658	104776770	104794118	104794191
9641	"ENSG00000142208"	"AKT1"	chr14	-	104780087	104780216	104792597	104792722	104776658	104776770	104795483	104795679
9644	"ENSG00000122335"	"SERAC1"	chr6	-	158155314	158155351	158158272	158158364	158150452	158150589	158168139	158168246
9645	"ENSG00000131370"	"SH3BP5"	chr3	-	15269712	15269877	15304102	15304299	15262157	15262289	15330503	15330566
9646	"ENSG00000131370"	"SH3BP5"	chr3	-	15269712	15269877	15273115	15273405	15262158	15262289	15304102	15304231
9647	"ENSG00000131370"	"SH3BP5"	chr3	-	15269712	15269877	15304102	15304231	15262158	15262289	15330503	15330566
9648	"ENSG00000131370"	"SH3BP5"	chr3	-	15269712	15269877	15330503	15330566	15262158	15262289	15341222	15341368
9649	"ENSG00000131370"	"SH3BP5"	chr3	-	15273115	15273405	15304102	15304231	15271600	15271671	15330503	15330566
9650	"ENSG00000131370"	"SH3BP5"	chr3	-	15304102	15304231	15330503	15330566	15269712	15269877	15332270	15332586
9651	"ENSG00000131370"	"SH3BP5"	chr3	-	15304102	15304231	15330503	15330566	15273115	15273405	15341222	15341237
9652	"ENSG00000131370"	"SH3BP5"	chr3	-	15304102	15304299	15330503	15330566	15269712	15269877	15332270	15332476
9653	"ENSG00000131370"	"SH3BP5"	chr3	-	15304102	15304299	15330503	15330566	15269712	15269877	15341222	15341368
9654	"ENSG00000132185"	"FCRLA"	chr1	+	161710474	161710492	161710759	161710912	161706971	161707343	161711207	161711474
9656	"ENSG00000132185"	"FCRLA"	chr1	+	161710474	161710492	161711207	161711474	161706971	161707343	161711933	161712218
9657	"ENSG00000132185"	"FCRLA"	chr1	+	161710759	161710912	161711207	161711474	161706971	161707343	161711933	161712218
9658	"ENSG00000072274"	"TFRC"	chr3	-	196068031	196068130	196069454	196069568	196067517	196067657	196071395	196071498
9659	"ENSG00000072274"	"TFRC"	chr3	-	196069454	196069568	196071395	196071498	196068031	196068130	196072002	196072152
9660	"ENSG00000072274"	"TFRC"	chr3	-	196069454	196069568	196075158	196075360	196068031	196068130	196077063	196077122
9662	"ENSG00000072274"	"TFRC"	chr3	-	196073929	196074125	196077063	196077122	196072002	196072152	196082042	196082090
9663	"ENSG00000072274"	"TFRC"	chr3	-	196075158	196075360	196077063	196077122	196072002	196072152	196082042	196082096
9665	"ENSG00000059691"	"GATB"	chr4	-	151672761	151672896	151688629	151688763	151670503	151671302	151701328	151701518
9666	"ENSG00000059691"	"GATB"	chr4	-	151707987	151708101	151716008	151716131	151705184	151705269	151716875	151717074
9667	"ENSG00000059691"	"GATB"	chr4	-	151707987	151708101	151719424	151719538	151705184	151705269	151758771	151758922
9668	"ENSG00000059691"	"GATB"	chr4	-	151716008	151716131	151716875	151717074	151707987	151708101	151719424	151719538
9669	"ENSG00000059691"	"GATB"	chr4	-	151716875	151717074	151719424	151719538	151707987	151708101	151758771	151758922
9670	"ENSG00000059691"	"GATB"	chr4	-	151716875	151717074	151719424	151719538	151716008	151716131	151758771	151758922
9671	"ENSG00000112033"	"PPARD"	chr6	+	35347066	35347150	35410986	35411217	35342557	35342681	35420126	35420281
9672	"ENSG00000112033"	"PPARD"	chr6	+	35347066	35347150	35410986	35411217	35342557	35342681	35423945	35424148
9673	"ENSG00000112033"	"PPARD"	chr6	+	35410986	35411217	35420126	35420281	35347066	35347150	35421819	35421958
9674	"ENSG00000112033"	"PPARD"	chr6	+	35410986	35411217	35420126	35420281	35347066	35347150	35423945	35424148
9675	"ENSG00000112033"	"PPARD"	chr6	+	35420126	35420281	35421819	35421958	35410986	35411217	35423945	35424148
9676	"ENSG00000116353"	"MECR"	chr1	-	29196197	29196258	29200515	29200589	29195940	29196013	29201942	29202045
9677	"ENSG00000116353"	"MECR"	chr1	-	29200515	29200589	29201942	29202045	29196141	29196258	29206761	29206905
9678	"ENSG00000116353"	"MECR"	chr1	-	29216004	29216136	29216587	29216685	29206761	29206905	29230730	29230894
9679	"ENSG00000116353"	"MECR"	chr1	-	29216004	29216136	29216587	29216812	29206761	29206905	29230730	29230924
9680	"ENSG00000168679"	"SLC16A4"	chr1	-	110378852	110379356	110380981	110381143	110376949	110377161	110381651	110381795
9681	"ENSG00000168679"	"SLC16A4"	chr1	-	110380981	110381143	110381651	110381795	110378852	110379356	110382833	110382966
9682	"ENSG00000168679"	"SLC16A4"	chr1	-	110380981	110381143	110381651	110381795	110378852	110379356	110389236	110389355
9686	"ENSG00000138101"	"DTNB"	chr2	-	25451547	25451635	25455404	25455494	25433909	25433995	25482795	25482873
9687	"ENSG00000138101"	"DTNB"	chr2	-	25451547	25451635	25482795	25482873	25433909	25433995	25531472	25531597
9688	"ENSG00000138101"	"DTNB"	chr2	-	25455404	25455494	25482795	25482873	25451547	25451635	25531472	25531597
9689	"ENSG00000138101"	"DTNB"	chr2	-	25482795	25482873	25531472	25531597	25451547	25451635	25576837	25577004
9690	"ENSG00000138101"	"DTNB"	chr2	-	25482795	25482873	25531472	25531597	25455404	25455494	25576837	25577004
9692	"ENSG00000138101"	"DTNB"	chr2	-	25596085	25596240	25607235	25607321	25580720	25580826	25639013	25639094
9693	"ENSG00000138101"	"DTNB"	chr2	-	25596085	25596240	25628170	25628384	25580720	25580826	25639013	25639094
9694	"ENSG00000138101"	"DTNB"	chr2	-	25607235	25607321	25628170	25628384	25580720	25580826	25639013	25639094
9695	"ENSG00000138101"	"DTNB"	chr2	-	25607235	25607321	25628170	25628384	25596085	25596240	25639013	25639094
9696	"ENSG00000114982"	"KANSL3"	chr2	-	96602115	96602338	96602752	96602862	96601642	96601776	96604249	96604380
9697	"ENSG00000114982"	"KANSL3"	chr2	-	96602752	96602862	96604249	96604380	96601642	96601776	96604778	96604863
9698	"ENSG00000114982"	"KANSL3"	chr2	-	96602752	96602862	96604249	96604380	96602115	96602338	96604778	96604857
9699	"ENSG00000114982"	"KANSL3"	chr2	-	96619671	96619762	96631311	96631482	96619358	96619544	96636920	96637185
9700	"ENSG00000155115"	"GTF3C6"	chr6	+	110960571	110960616	110962391	110962505	110960413	110960477	110967509	110967872
9702	"ENSG00000197948"	"FCHSD1"	chr5	-	141645770	141645821	141646086	141646191	141645019	141645148	141646602	141646722
9703	"ENSG00000197948"	"FCHSD1"	chr5	-	141646602	141646722	141647134	141647230	141646086	141646191	141647397	141647520
9704	"ENSG00000197948"	"FCHSD1"	chr5	-	141649394	141649530	141649886	141649954	141649171	141649308	141650358	141650404
9705	"ENSG00000197948"	"FCHSD1"	chr5	-	141649886	141649954	141650358	141650404	141649394	141649530	141651019	141651117
9706	"ENSG00000113810"	"SMC4"	chr3	+	160400627	160400965	160401914	160402093	160399668	160399749	160402675	160402867
9707	"ENSG00000113810"	"SMC4"	chr3	+	160400821	160400965	160401914	160402093	160399638	160399697	160402675	160402867
9708	"ENSG00000113810"	"SMC4"	chr3	+	160400821	160400965	160401989	160402093	160399649	160399749	160402675	160402867
9709	"ENSG00000113810"	"SMC4"	chr3	+	160401914	160402093	160402675	160402867	160399667	160400965	160404327	160404504
9710	"ENSG00000113810"	"SMC4"	chr3	+	160401989	160402093	160402675	160402867	160400821	160400965	160404327	160404504
9711	"ENSG00000113810"	"SMC4"	chr3	+	160411919	160411977	160412325	160412453	160404498	160404504	160413472	160413613
9712	"ENSG00000113810"	"SMC4"	chr3	+	160411919	160412084	160412325	160412453	160404327	160404504	160413472	160413484
9713	"ENSG00000113810"	"SMC4"	chr3	+	160411919	160412084	160412325	160412849	160404327	160404504	160413472	160413613
9714	"ENSG00000113810"	"SMC4"	chr3	+	160412325	160412453	160413472	160413613	160411757	160412084	160414366	160414517
9715	"ENSG00000113810"	"SMC4"	chr3	+	160412325	160412453	160413472	160413613	160411919	160411977	160414366	160414517
9716	"ENSG00000113810"	"SMC4"	chr3	+	160417722	160417956	160419357	160419543	160416250	160416415	160420739	160420901
9717	"ENSG00000113810"	"SMC4"	chr3	+	160417722	160417956	160420739	160420901	160416250	160416415	160423424	160423650
9718	"ENSG00000113810"	"SMC4"	chr3	+	160419357	160419543	160420739	160420901	160417722	160417956	160423424	160423650
9719	"ENSG00000081870"	"HSPB11"	chr1	-	53928371	53928440	53930038	53930145	53923532	53923947	53939984	53940097
9720	"ENSG00000081870"	"HSPB11"	chr1	-	53930038	53930145	53939984	53940097	53928371	53928440	53945554	53945572
9722	"ENSG00000136717"	"BIN1"	chr2	-	127051153	127051243	127057472	127057601	127050801	127050912	127059010	127059155
9725	"ENSG00000054118"	"THRAP3"	chr1	+	36259381	36259484	36282532	36282700	36224442	36224505	36286367	36287270
9726	"ENSG00000054118"	"THRAP3"	chr1	+	36259381	36259484	36282532	36282700	36224970	36225102	36286367	36287270
9727	"ENSG00000054118"	"THRAP3"	chr1	+	36259381	36259484	36282532	36282700	36225411	36225463	36286367	36287270
9728	"ENSG00000054118"	"THRAP3"	chr1	+	36282532	36282700	36286367	36287270	36259381	36259484	36289059	36289764
9729	"ENSG00000054118"	"THRAP3"	chr1	+	36293850	36293935	36296582	36296770	36292597	36292709	36300885	36301084
9731	"ENSG00000112039"	"FANCE"	chr6	+	35457555	35457600	35457915	35457984	35455746	35456353	35458296	35458440
9732	"ENSG00000112039"	"FANCE"	chr6	+	35457915	35457984	35458296	35458440	35457555	35457600	35459330	35459454
9733	"ENSG00000112039"	"FANCE"	chr6	+	35460551	35460618	35462788	35462914	35459681	35459760	35466243	35467102
9734	"ENSG00000187098"	"MITF"	chr3	+	69951811	69951886	69956454	69956530	69949050	69949168	69959272	69959373
9735	"ENSG00000187098"	"MITF"	chr3	+	69951829	69951886	69956454	69956530	69949050	69949168	69959272	69959420
9736	"ENSG00000150753"	"CCT5"	chr5	+	10260791	10260911	10261559	10261745	10258385	10258535	10262480	10262618
9737	"ENSG00000150753"	"CCT5"	chr5	+	10261559	10261745	10262480	10262618	10260791	10260911	10263133	10263314
9738	"ENSG00000150753"	"CCT5"	chr5	+	10262480	10262618	10263133	10263314	10261559	10261745	10264655	10264902
9739	"ENSG00000127946"	"HIP1"	chr7	-	75573760	75573901	75581236	75581298	75568198	75568256	75582074	75582151
9740	"ENSG00000126107"	"HECTD3"	chr1	-	45009985	45010121	45010200	45010293	45009567	45009683	45010545	45010706
9741	"ENSG00000126107"	"HECTD3"	chr1	-	45010200	45010293	45010545	45010706	45009985	45010121	45010888	45011324
9742	"ENSG00000136877"	"FPGS"	chr9	+	127804284	127804413	127804498	127804552	127803207	127803404	127804635	127804700
9744	"ENSG00000171067"	"C11orf24"	chr11	-	68262730	68262918	68263691	68263866	68261608	68261725	68268053	68268251
9745	"ENSG00000171067"	"C11orf24"	chr11	-	68263572	68263714	68268053	68268251	68262462	68262918	68271856	68272001
9746	"ENSG00000171067"	"C11orf24"	chr11	-	68263691	68263866	68268053	68268251	68261337	68262918	68271856	68271973
9747	"ENSG00000171067"	"C11orf24"	chr11	-	68263691	68263866	68268053	68268251	68262730	68262918	68271645	68271947
9748	"ENSG00000154814"	"OXNAD1"	chr3	+	16271658	16271722	16294855	16294997	16270928	16271071	16301625	16301868
9749	"ENSG00000154814"	"OXNAD1"	chr3	+	16271658	16271722	16286341	16286448	16270944	16271071	16294855	16294997
9750	"ENSG00000154814"	"OXNAD1"	chr3	+	16272144	16272321	16286341	16286448	16271658	16271722	16294855	16294997
9751	"ENSG00000154814"	"OXNAD1"	chr3	+	16286341	16286448	16294855	16294997	16270944	16271071	16301625	16301786
9752	"ENSG00000154814"	"OXNAD1"	chr3	+	16286341	16286448	16294855	16294997	16271658	16271722	16301625	16301868
9753	"ENSG00000154814"	"OXNAD1"	chr3	+	16286341	16286448	16294855	16294997	16272144	16272321	16301625	16301868
9754	"ENSG00000146842"	"TMEM209"	chr7	-	130175511	130175609	130178401	130178527	130173824	130173939	130181622	130181719
9755	"ENSG00000146842"	"TMEM209"	chr7	-	130178401	130178527	130181622	130181719	130175511	130175609	130184183	130184255
9756	"ENSG00000270800"	"RPS10-NUDT3"	chr6	-	34295640	34295685	34341861	34341972	34293450	34293535	34418368	34418424
9757	"ENSG00000270800"	"RPS10-NUDT3"	chr6	-	34341861	34341972	34418368	34418424	34295640	34295685	34421729	34421807
9758	"ENSG00000270800"	"RPS10-NUDT3"	chr6	-	34418368	34418424	34421729	34421807	34341861	34341972	34424668	34424840
9759	"ENSG00000097021"	"ACOT7"	chr1	-	6281101	6281286	6294863	6294980	6264268	6264695	6318491	6318578
9760	"ENSG00000097021"	"ACOT7"	chr1	-	6281101	6281286	6318491	6318578	6264268	6264695	6327298	6327413
9761	"ENSG00000097021"	"ACOT7"	chr1	-	6294863	6294980	6318491	6318578	6281101	6281286	6327298	6327413
9762	"ENSG00000097021"	"ACOT7"	chr1	-	6333476	6333568	6349748	6349866	6327298	6327413	6393256	6393361
9763	"ENSG00000097021"	"ACOT7"	chr1	-	6339432	6339589	6349748	6349866	6333476	6333568	6393256	6393361
9764	"ENSG00000215305"	"VPS16"	chr20	+	2860053	2860151	2860238	2860367	2859718	2859807	2860448	2860593
9765	"ENSG00000215305"	"VPS16"	chr20	+	2862053	2862130	2862578	2862710	2861804	2861899	2862806	2862934
9766	"ENSG00000136895"	"GARNL3"	chr9	+	127264951	127265021	127291167	127291242	127243078	127243249	127311635	127311735
9767	"ENSG00000136895"	"GARNL3"	chr9	+	127264951	127265021	127291167	127291242	127243078	127243253	127311635	127311735
9768	"ENSG00000136895"	"GARNL3"	chr9	+	127264951	127265021	127291167	127291242	127245336	127245420	127311635	127311735
9769	"ENSG00000081760"	"AACS"	chr12	+	125107120	125107268	125114476	125114557	125102999	125103081	125118640	125118765
9770	"ENSG00000081760"	"AACS"	chr12	+	125114476	125114557	125118640	125118765	125107120	125107268	125124704	125124769
9771	"ENSG00000081760"	"AACS"	chr12	+	125118640	125118765	125124704	125125024	125114476	125114557	125128160	125128274
9772	"ENSG00000081760"	"AACS"	chr12	+	125118640	125118765	125129334	125129460	125114476	125114557	125134002	125134072
9773	"ENSG00000117419"	"ERI3"	chr1	-	44247938	44248038	44284834	44284907	44221069	44221640	44308309	44308401
9774	"ENSG00000117419"	"ERI3"	chr1	-	44284834	44284907	44308309	44308401	44247938	44248038	44313168	44313228
9775	"ENSG00000117419"	"ERI3"	chr1	-	44284834	44284907	44352849	44352925	44247938	44248038	44354891	44355061
9776	"ENSG00000117419"	"ERI3"	chr1	-	44308309	44308401	44313168	44313228	44284829	44284907	44319627	44319744
9777	"ENSG00000117419"	"ERI3"	chr1	-	44308309	44308401	44319627	44319744	44284829	44284907	44339044	44339322
9778	"ENSG00000117419"	"ERI3"	chr1	-	44313168	44313228	44319627	44319744	44308309	44308401	44339044	44339316
9779	"ENSG00000117419"	"ERI3"	chr1	-	44313168	44313228	44339044	44339316	44308309	44308401	44352849	44352925
9780	"ENSG00000117419"	"ERI3"	chr1	-	44313168	44313228	44339044	44339322	44308309	44308401	44352849	44352925
9781	"ENSG00000117419"	"ERI3"	chr1	-	44313168	44313228	44352849	44352925	44308309	44308401	44354891	44355061
9782	"ENSG00000117419"	"ERI3"	chr1	-	44313168	44313228	44339044	44339322	44308309	44308401	44354891	44355238
9783	"ENSG00000117419"	"ERI3"	chr1	-	44313168	44313228	44319627	44319744	44308309	44308401	44354891	44355260
9784	"ENSG00000117419"	"ERI3"	chr1	-	44319627	44319744	44339044	44339316	44313168	44313228	44352849	44352925
9785	"ENSG00000117419"	"ERI3"	chr1	-	44319627	44319744	44339044	44339322	44313168	44313228	44352849	44352925
9786	"ENSG00000117419"	"ERI3"	chr1	-	44339044	44339316	44352849	44352925	44319627	44319744	44354891	44355249
9788	"ENSG00000107566"	"ERLIN1"	chr10	-	100154859	100154939	100156144	100156234	100150093	100152352	100164003	100164095
9789	"ENSG00000107566"	"ERLIN1"	chr10	-	100154859	100154939	100164003	100164095	100150093	100152352	100167347	100167406
9790	"ENSG00000107566"	"ERLIN1"	chr10	-	100156144	100156234	100164003	100164095	100154859	100154939	100167347	100167406
9791	"ENSG00000107566"	"ERLIN1"	chr10	-	100156144	100156234	100167347	100167406	100154859	100154939	100174207	100174281
9792	"ENSG00000107566"	"ERLIN1"	chr10	-	100164003	100164095	100167347	100167406	100156144	100156234	100174207	100174281
9793	"ENSG00000107566"	"ERLIN1"	chr10	-	100164003	100164095	100175944	100176070	100156144	100156234	100178132	100178194
9794	"ENSG00000107566"	"ERLIN1"	chr10	-	100164003	100164095	100183755	100183837	100156144	100156234	100185513	100185637
9795	"ENSG00000107566"	"ERLIN1"	chr10	-	100167347	100167406	100174207	100174281	100164003	100164095	100175944	100176070
9796	"ENSG00000107566"	"ERLIN1"	chr10	-	100174207	100174281	100175944	100176070	100167347	100167406	100178132	100178194
9797	"ENSG00000107566"	"ERLIN1"	chr10	-	100175944	100176070	100178132	100178194	100174207	100174281	100179200	100179247
9798	"ENSG00000117758"	"STX12"	chr1	+	27789561	27789631	27793532	27793632	27773218	27773425	27801677	27801815
9799	"ENSG00000117758"	"STX12"	chr1	+	27793532	27793632	27801677	27801815	27789561	27789631	27810245	27810289
9800	"ENSG00000117758"	"STX12"	chr1	+	27801677	27801815	27810245	27810289	27793532	27793632	27812162	27812268
9801	"ENSG00000169991"	"IFFO2"	chr1	-	18918361	18918502	18919677	18919773	18916902	18917042	18921060	18921121
9802	"ENSG00000009780"	"FAM76A"	chr1	+	27732602	27732657	27734030	27734183	27727471	27727536	27744653	27744811
9803	"ENSG00000009780"	"FAM76A"	chr1	+	27744653	27744811	27749067	27749154	27734030	27734183	27755194	27755330
9804	"ENSG00000145390"	"USP53"	chr4	+	119235289	119235411	119239217	119239903	119217549	119217673	119245336	119245429
9805	"ENSG00000145390"	"USP53"	chr4	+	119259819	119259925	119260506	119260653	119256440	119256523	119261714	119261864
9806	"ENSG00000145390"	"USP53"	chr4	+	119261714	119261864	119266299	119266333	119256440	119256523	119267319	119267482
9807	"ENSG00000170035"	"UBE2E3"	chr2	+	180984042	180984093	181057692	181057825	180982017	180982236	181060664	181060810
9808	"ENSG00000170035"	"UBE2E3"	chr2	+	181057692	181057825	181060664	181060812	180984005	180984093	181062790	181062920
9809	"ENSG00000170035"	"UBE2E3"	chr2	+	181060664	181060812	181062790	181063041	181057690	181057825	181076198	181076478
9810	"ENSG00000138668"	"HNRNPD"	chr4	-	82355303	82355401	82356795	82356895	82352497	82354154	82357312	82357444
9811	"ENSG00000138668"	"HNRNPD"	chr4	-	82358658	82358820	82371527	82371584	82357312	82357444	82373445	82373991
9812	"ENSG00000244038"	"DDOST"	chr1	-	20655675	20655779	20656100	20656187	20655439	20655534	20660880	20660991
9813	"ENSG00000126709"	"IFI6"	chr1	-	27668225	27668375	27668457	27668535	27666063	27666475	27669244	27669346
9814	"ENSG00000126709"	"IFI6"	chr1	-	27668225	27668375	27668457	27668535	27666065	27666475	27669232	27669346
9815	"ENSG00000126709"	"IFI6"	chr1	-	27668457	27668535	27669244	27669346	27668225	27668375	27672122	27672192
9816	"ENSG00000126709"	"IFI6"	chr1	-	27668457	27668535	27669232	27669346	27668225	27668375	27672122	27672198
9817	"ENSG00000263528"	"IKBKE"	chr1	+	206471155	206471245	206473195	206473314	206470494	206470698	206474330	206474471
9818	"ENSG00000263528"	"IKBKE"	chr1	+	206493022	206493119	206493265	206493378	206491647	206491749	206493919	206493991
9819	"ENSG00000263528"	"IKBKE"	chr1	+	206493265	206493378	206493919	206493991	206493022	206493119	206496111	206496274
9823	"ENSG00000163875"	"MEAF6"	chr1	-	37495884	37495918	37501803	37501996	37492574	37494107	37509277	37509323
9825	"ENSG00000163875"	"MEAF6"	chr1	-	37496546	37496604	37501803	37501996	37495884	37495918	37509277	37509323
9826	"ENSG00000163875"	"MEAF6"	chr1	-	37501803	37501996	37509277	37509323	37495884	37495918	37509454	37509542
9827	"ENSG00000163875"	"MEAF6"	chr1	-	37501803	37501996	37509277	37509323	37496546	37496604	37509454	37509542
9828	"ENSG00000163946"	"TASOR"	chr3	-	56633043	56633843	56638705	56638765	56628491	56628614	56639985	56640130
9829	"ENSG00000163946"	"TASOR"	chr3	-	56633043	56633966	56638705	56638765	56628491	56628614	56639985	56640130
9830	"ENSG00000163946"	"TASOR"	chr3	-	56663540	56663572	56666259	56666384	56660968	56661017	56668396	56668489
9831	"ENSG00000163946"	"TASOR"	chr3	-	56663540	56663572	56666259	56666384	56662384	56662490	56668396	56668558
9832	"ENSG00000163946"	"TASOR"	chr3	-	56666259	56666384	56668396	56668558	56663540	56663572	56669699	56669791
9834	"ENSG00000143951"	"WDPCP"	chr2	-	63378385	63378509	63381905	63382094	63313247	63313311	63404047	63404657
9835	"ENSG00000143951"	"WDPCP"	chr2	-	63378385	63378509	63404047	63404657	63313247	63313311	63433744	63433930
9836	"ENSG00000143951"	"WDPCP"	chr2	-	63484916	63484987	63486541	63486586	63484603	63484663	63487446	63487494
9837	"ENSG00000117118"	"SDHB"	chr1	-	17033059	17033145	17044760	17044888	17028599	17028736	17053947	17054032
9838	"ENSG00000177200"	"CHD9"	chr16	+	53296955	53297158	53303719	53304625	53292832	53293052	53306233	53306397
9839	"ENSG00000177200"	"CHD9"	chr16	+	53296955	53297158	53303719	53304625	53292832	53293052	53306236	53306397
9840	"ENSG00000138448"	"ITGAV"	chr2	+	186625472	186625587	186633328	186633374	186622338	186622430	186636081	186636207
9841	"ENSG00000162368"	"CMPK1"	chr1	+	47372954	47373107	47374908	47374985	47368468	47368615	47375196	47375293
9842	"ENSG00000114796"	"KLHL24"	chr3	+	183636220	183636311	183643479	183643542	183635622	183635793	183663457	183663642
9844	"ENSG00000143420"	"ENSA"	chr1	-	150625641	150625808	150627466	150627592	150621250	150622859	150629413	150629596
9845	"ENSG00000143420"	"ENSA"	chr1	-	150625641	150625808	150627466	150627592	150622440	150622859	150629060	150629140
9846	"ENSG00000271723"	"MROH7-TTC4"	chr1	+	54717491	54717653	54721162	54721240	54716599	54716717	54722674	54722799
9847	"ENSG00000271723"	"MROH7-TTC4"	chr1	+	54728345	54728432	54731485	54731700	54722674	54722799	54733628	54733710
9848	"ENSG00000271723"	"MROH7-TTC4"	chr1	+	54731485	54731700	54733628	54733710	54728345	54728432	54737581	54737664
9849	"ENSG00000271723"	"MROH7-TTC4"	chr1	+	54731485	54731700	54737581	54737664	54728345	54728432	54741410	54742231
9850	"ENSG00000271723"	"MROH7-TTC4"	chr1	+	54731654	54731700	54733628	54733710	54731485	54731549	54737581	54737664
9851	"ENSG00000271723"	"MROH7-TTC4"	chr1	+	54733628	54733710	54737581	54737664	54731485	54731700	54741410	54742231
9852	"ENSG00000138641"	"HERC3"	chr4	+	88605794	88606049	88649839	88649999	88595556	88595614	88652011	88652088
9853	"ENSG00000152223"	"EPG5"	chr18	-	45870566	45870742	45876235	45876342	45865614	45865759	45878375	45878448
9854	"ENSG00000152223"	"EPG5"	chr18	-	45870566	45870742	45876235	45876342	45867562	45867748	45878375	45878448
9855	"ENSG00000152223"	"EPG5"	chr18	-	45887750	45887907	45889797	45889940	45884616	45884811	45899403	45899566
9856	"ENSG00000152223"	"EPG5"	chr18	-	45917678	45917819	45922340	45922600	45916437	45916582	45923267	45923387
9857	"ENSG00000152223"	"EPG5"	chr18	-	45934808	45934966	45939599	45939755	45930675	45930830	45943160	45943311
9858	"ENSG00000095906"	"NUBP2"	chr16	+	1786536	1786655	1787676	1787831	1782931	1783036	1787940	1788051
9859	"ENSG00000095906"	"NUBP2"	chr16	+	1786536	1786955	1787676	1787831	1782995	1783036	1787940	1788051
9860	"ENSG00000095906"	"NUBP2"	chr16	+	1786756	1786955	1787676	1787831	1786536	1786655	1787940	1788051
9861	"ENSG00000095906"	"NUBP2"	chr16	+	1787676	1787831	1787940	1788207	1786756	1786955	1788568	1788613
9862	"ENSG00000197386"	"HTT"	chr4	+	3154292	3154419	3157071	3157199	3148004	3148207	3160281	3160392
9864	"ENSG00000256028"	"AC026362.1"	chr12	+	122975810	122975867	122976653	122976767	122975319	122975383	122976870	122978569
9865	"ENSG00000134684"	"YARS1"	chr1	-	32786939	32787075	32791161	32791254	32786361	32786447	32797762	32797843
9866	"ENSG00000134684"	"YARS1"	chr1	-	32786939	32787075	32791161	32791254	32786369	32786447	32797591	32797638
9867	"ENSG00000134684"	"YARS1"	chr1	-	32791161	32791254	32797591	32797638	32786939	32787075	32797762	32797843
9868	"ENSG00000134684"	"YARS1"	chr1	-	32791161	32791254	32797762	32797843	32786939	32787075	32806481	32806611
9869	"ENSG00000134684"	"YARS1"	chr1	-	32797762	32797843	32806481	32806611	32791161	32791254	32810590	32810766
9870	"ENSG00000095380"	"NANS"	chr9	+	98060781	98060997	98076917	98077017	98056731	98056940	98078192	98078347
9871	"ENSG00000095380"	"NANS"	chr9	+	98060781	98060997	98078192	98078347	98056731	98056940	98080815	98081082
9872	"ENSG00000095380"	"NANS"	chr9	+	98060781	98060997	98080815	98081082	98056731	98056940	98082845	98083077
9873	"ENSG00000095380"	"NANS"	chr9	+	98076917	98077017	98078192	98078347	98060781	98060997	98080815	98081082
9874	"ENSG00000095380"	"NANS"	chr9	+	98078192	98078347	98080815	98081082	98074642	98077017	98082845	98083075
9875	"ENSG00000116761"	"CTH"	chr1	+	70424284	70424416	70429793	70429851	70421565	70421675	70430316	70430394
9876	"ENSG00000085433"	"WDR47"	chr1	-	108986522	108986680	108991253	108991329	108983281	108983451	108995579	108995837
9877	"ENSG00000158022"	"TRIM63"	chr1	-	26057202	26057327	26057627	26057650	26053892	26053964	26058389	26058623
9878	"ENSG00000163781"	"TOPBP1"	chr3	-	133618212	133618433	133620154	133620347	133617159	133617326	133623090	133623193
9879	"ENSG00000164300"	"SERINC5"	chr5	-	80113571	80113625	80114513	80114651	80111650	80111702	80146089	80146234
9881	"ENSG00000164300"	"SERINC5"	chr5	-	80147244	80147284	80150881	80150948	80146089	80146234	80158835	80158956
9882	"ENSG00000117593"	"DARS2"	chr1	+	173828332	173828399	173830659	173830761	173826686	173826786	173831534	173831630
9883	"ENSG00000117593"	"DARS2"	chr1	+	173830659	173830761	173831534	173831630	173828332	173828399	173833375	173833499
